Formulation_ID,Formulation_Name,formulation_code,physical_form,product_category,concentration_type,type_confidence,type_evidence_basis,signal_word,ghs_hazard_classes,acute_toxicity_route,environmental_hazard,h_codes,hazard_level_score,hazard_confidence,hazard_evidence_basis,use_class,target_pest_organism,target_crop_site,application_method,use_pattern,use_confidence,use_evidence_basis,epa_reg_number,regulatory_jurisdiction,registration_status,active_ingredient_declared,reach_registered,label_type,regulatory_confidence,regulatory_evidence_basis,active_pct_total,inert_pct_total,primary_active_ingredient,ingredient_count_class,concentration_class,pct_data_quality,formulation_complexity_score,ingredient_profile_confidence,profile_evidence_basis
MIX62,Bioguard Spaguard Brominating Concentrate,TB,tablet,cleaning_disinfectant,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['inhalation'],unknown,[],0.0,LOW,snippet_keywords,public_health/disinfectant,"['bacteria', 'algae']","['pool', 'spa']",drench,residual,HIGH,product_name | ingredient_inference,,UNKNOWN,unknown,False,False,sds_full,LOW,no_basis,,,Troclosene sodium,binary,unknown,none,2.0,,
MIX620,Abamectin A2a,SC,suspension,pesticide/insecticide,concentrate,HIGH,evidence_snippet,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,snippet_keywords,agricultural/insecticide,"['mites', 'insects']",,spray,contact,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_full,LOW,no_basis,8.0,92.0,Abamectin,single,low,exact,1.0,,
MIX621,Abamectin B2a,EC,liquid,pesticide/insecticide,concentrate,HIGH,evidence_snippet,DANGER,"['acute_toxicity_oral_2', 'acute_toxicity_inhalation_1', 'reproductive_toxicity_1B', 'stot_repeated_1', 'aquatic_acute_1', 'aquatic_chronic_1']","['oral', 'inhalation']",aquatic_acute_and_chronic,"['H300', 'H330', 'H361', 'H372', 'H400', 'H410']",5.0,HIGH,sds_section2,agricultural/insecticide,"['mites', 'insects']",,spray,contact,HIGH,ingredient_inference,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Abamectin,single,unknown,none,1.0,,
MIX622,Aeris Seed-Applied Insecticide/Nematicide,FS,suspension,pesticide/insecticide,concentrate,HIGH,name_explicit,WARNING,"['skin_sensitization_1', 'eye_irritation_2B', 'acute_toxicity_oral_4', 'acute_toxicity_inhalation_4']","['oral', 'inhalation']",unknown,[],3.0,HIGH,sds_section2,agricultural/seed_treatment,"['insects', 'nematodes']",,seed_treatment,systemic,HIGH,product_name | ingredient_inference,264-1057,US_EPA,registered_active,False,False,sds_full,HIGH,epa_reg_found,,,Imidacloprid,binary,unknown,none,2.0,,
MIX623,Aloft GC G Insecticide,GR,granule,pesticide/insecticide,ready-to-use,HIGH,name_explicit,NONE,[],['none_identified'],none,[],1.0,MEDIUM,sds_section2,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,UNKNOWN,unknown,False,False,sds_full,LOW,no_basis,0.2,99.8,Clothianidin,binary,ultra_low,exact,2.0,,
MIX624,Bromuconazole(95.7%),UNKNOWN,powder,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,snippet_keywords,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,UNKNOWN,unknown,False,False,sds_full,LOW,no_basis,98.0,2.0,Bromuconazole,single,very_high,exact,1.0,,
MIX625,Fludioxonil(95.4%),UNKNOWN,unknown,research_compound,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,95.4,4.6,Fludioxonil,binary,very_high,approximate,2.0,,
MIX626,Bifenthrin 0.086% Plus Fertilizer,EC,liquid,pesticide/insecticide,concentrate,HIGH,sec1_text_explicit,DANGER,"['acute_toxicity_oral_3', 'acute_toxicity_dermal_4', 'acute_toxicity_inhalation_3', 'skin_sensitization_1', 'carcinogenicity_2']","['oral', 'dermal', 'inhalation']",unknown,[],5.0,HIGH,sds_section2,agricultural/insecticide,['insects'],['turf'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,False,sds_full,MEDIUM,no_basis,0.086,99.914,Bifenthrin,multi_4_6,ultra_low,partial,4.0,,
MIX627,Dinotefuron,UNKNOWN,unknown,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],aquatic_chronic,[],2.0,MEDIUM,snippet_keywords,agricultural/insecticide,['insects'],,unknown,systemic,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,unknown,LOW,no_basis,70.0,30.0,Dinotefuran,binary,very_high,approximate,2.0,,
MIX628,EH-1489 Broadleaf Herbicide,UNKNOWN,unknown,pesticide/herbicide,concentrate,HIGH,sec1_text_explicit,DANGER,"['acute_toxicity_oral_4', 'eye_damage_1', 'aquatic_chronic_3']",['oral'],aquatic_chronic,[],4.0,HIGH,sds_section2,agricultural/herbicide,['broadleaf weeds'],['turf'],spray,post_emergent,HIGH,product_name,2217-867,US_EPA,registered_active,False,False,sds_full,HIGH,epa_reg_found,,,"2,4-D, dimethylamine salt",multi_4_6,unknown,none,4.0,,
MIX629,F6141 EW INSECTICIDE,EW,emulsion,pesticide/insecticide,concentrate,HIGH,name_explicit,WARNING,"['acute_toxicity_oral_4', 'acute_toxicity_dermal_4', 'acute_toxicity_inhalation_4']","['oral', 'dermal', 'inhalation']",aquatic_acute,[],3.0,HIGH,sds_section2,agricultural/insecticide,['insects'],,spray,contact,HIGH,ingredient_inference,71532-15-91026,US_EPA,registered_active,False,False,sds_full,HIGH,epa_reg_found,,,"2,2-dimethylcyclopropane carboxylate",ternary,unknown,none,3.0,,
MIX63,BAS 620 H,UNKNOWN,liquid,research_compound,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/acute_dermal,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Cyclohexane,single,unknown,none,1.0,,
MIX630,F6141 EW,EW,unknown,pharmaceutical,unknown,MEDIUM,name_explicit,NONE,[],['none_identified'],none,[],1.0,HIGH,sds_section2,research/cancer_study,,,unknown,unknown,HIGH,source_text,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,,single,unknown,none,1.0,,
MIX631,DPX-E9636-38,UNKNOWN,liquid,industrial_chemical,concentrate,MEDIUM,sec1_text_inferred,DANGER,"['flammable_liquid_3', 'acute_toxicity_inhalation_4', 'acute_toxicity_dermal_4', 'skin_irritation_2', 'eye_irritation_2', 'stot_single_3', 'stot_repeated_2', 'aspiration_hazard_1', 'reproductive_toxicity_1B', 'aquatic_acute_1']","['inhalation', 'dermal']",aquatic_acute,"['H226', 'H332', 'H312', 'H315', 'H319', 'H335', 'H373', 'H304', 'H360Df', 'H400']",5.0,HIGH,sds_section2,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,True,sds_full,HIGH,reach_text,20.0,80.0,Dibutyl Phthalate,multi_4_6,medium,partial,4.0,,
MIX632,Flufenpyr-Ethyl-S-3153 WDG/Atrazine Premix,WDG,granule,pesticide/herbicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,['weeds'],,spray,unknown,MEDIUM,source_text,,UNKNOWN,unknown,False,False,unknown,LOW,no_basis,,,Flufenpyr-Ethyl,binary,unknown,none,2.0,,
MIX633,Flumethrin(87.9),UNKNOWN,unknown,pesticide/insecticide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,veterinary,"['ticks', 'mites']",,topical,contact,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,87.9,12.1,Flumethrin,unknown,very_high,approximate,1.0,,
MIX634,Flumethrin(95.1),UNKNOWN,unknown,pesticide/insecticide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,veterinary,"['ticks', 'mites']",,topical,contact,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,95.1,4.9,Flumethrin,unknown,very_high,approximate,1.0,,
MIX635,Flufenpyr-Ethyl-S-3153 Acid-4-OH,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,['weeds'],,unknown,unknown,MEDIUM,source_text,,UNKNOWN,unknown,False,False,unknown,LOW,no_basis,,,Flufenpyr-Ethyl-S-3153 Acid-4-OH,unknown,unknown,none,1.0,,
MIX636,GA 6-Weed to Grass Killer Ready-to-Use,RTU,liquid,pesticide/herbicide,ready-to-use,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,snippet_keywords,agricultural/herbicide,"['weeds', 'grasses']","['residential', 'commercial']",spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,2.3,97.7,Diquat dibromide,single,low,partial,1.0,,
MIX637,Fontelis Fungicide,UNKNOWN,unknown,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],,spray,preventive,HIGH,product_name,,UNKNOWN,unknown,False,False,sds_full,MEDIUM,no_basis,20.4,79.6,Penthiopyrad,binary,medium,exact,2.0,,
MIX638,Gharda Permethrin (95.3),UNKNOWN,unknown,pesticide/insecticide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,['insects'],,spray,contact,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,95.3,4.7,Permethrin,unknown,very_high,approximate,1.0,,
MIX639,Gharda Permethrin (94),UNKNOWN,unknown,pesticide/insecticide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,['insects'],,spray,contact,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,94.0,6.0,Permethrin,unknown,very_high,approximate,1.0,,
MIX64,Bispyribac-sodium,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Bispyribac-sodium,single,unknown,none,1.0,,
MIX640,"Imidacloprid + Tau-fluvalinate + Tebuconazole Ready-to-Use Insecticide, Miticide to Fungicide",RTU,liquid,pesticide/fungicide,ready-to-use,HIGH,name_explicit,WARNING,"['acute_toxicity_oral_4', 'reproductive_toxicity_2']",['oral'],unknown,[],4.0,HIGH,sds_section2,agricultural/insecticide,"['insects', 'mites', 'fungi']",,spray,systemic,HIGH,product_name,83529-11,US_EPA,registered_active,False,False,sds_full,HIGH,epa_reg_found,,,Imidacloprid,multi_4_6,unknown,none,4.0,,
MIX641,Lannate LV,SP,powder,pesticide/insecticide,concentrate,HIGH,sec1_text_explicit,DANGER,"['acute_toxicity_oral_2', 'acute_toxicity_inhalation_2', 'carcinogenicity_2']","['oral', 'inhalation']",unknown,[],5.0,HIGH,sds_section2,agricultural/insecticide,['insects'],,spray,contact,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_full,MEDIUM,no_basis,,,Methomyl,unknown,unknown,none,1.0,,
MIX642,lsobutyric Acid Hydrazide,UNKNOWN,unknown,industrial_chemical,unknown,LOW,no_basis,WARNING,"['eye_irritation_2', 'skin_irritation_2', 'stot_single_3']",['none_identified'],none,"['H319', 'H315', 'H335']",2.0,HIGH,sds_section2,unknown,,,unknown,unknown,LOW,no_basis,,UK_REACH,not_registered,False,True,sds_full,HIGH,reach_text,,,Butyrohydrazide,single,unknown,none,1.0,,
MIX643,Magnate 75 SG (75.25),SG,granule,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],,spray,unknown,MEDIUM,product_name,,UNKNOWN,unknown,False,False,unknown,LOW,no_basis,75.25,24.75,,unknown,very_high,approximate,1.0,,
MIX644,Metalaxyl,UNKNOWN,unknown,pesticide/fungicide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],,spray,systemic,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,,,Metalaxyl,unknown,unknown,none,1.0,,
MIX645,Metarex 4% Snail to Slug Bait,UNKNOWN,granule,pesticide/other,ready-to-use,HIGH,sec1_text_explicit,CAUTION,[],['none_identified'],none,[],1.0,HIGH,sds_section2,agricultural/other,"['snails', 'slugs']",,bait,contact,HIGH,product_name,7173-257,US_EPA,registered_active,False,False,sds_full,HIGH,epa_reg_found,4.0,96.0,Metaldehyde,unknown,low,approximate,1.0,,
MIX646,Metsulfuron Methyl 75XP,WP,powder,pesticide/herbicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,['weeds'],,spray,systemic,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,LOW,no_basis,75.0,25.0,Metsulfuron-methyl,unknown,very_high,approximate,1.0,,
MIX647,Mixture of hydantoins,UNKNOWN,unknown,industrial_chemical,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/skin_irritation_human,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,True,sds_full,HIGH,reach_text,100.0,0.0,Hydantoin,binary,very_high,exact,2.0,,
MIX648,Optiguard Cockroach Bait,UNKNOWN,unknown,pesticide/insecticide,ready-to-use,MEDIUM,name_explicit,NONE,[],['none_identified'],none,[],1.0,HIGH,sds_section2,public_health/insect_repellent,['cockroaches'],,bait,contact,HIGH,product_name,,UNKNOWN,unknown,True,,sds_partial,LOW,active_ingredient_section_found,,,Emamectin Benzoate,unknown,unknown,none,1.0,,
MIX649,Optiguard Liquid Ant Bait,UNKNOWN,liquid,pesticide/insecticide,ready-to-use,MEDIUM,name_explicit,NONE,[],['none_identified'],none,[],1.0,HIGH,sds_section2,public_health/insect_repellent,['ants'],,bait,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,Thiamethoxam,unknown,unknown,none,1.0,,
MIX65,Bonide Cyper WSP Insecticide,WP,powder,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,,,spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,40.0,60.0,Cypermethrin,binary,high,partial,2.0,,
MIX650,Orthophenylphenol/Sodium Orthophenylphenate,UNKNOWN,unknown,cleaning_disinfectant,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],[],terrestrial,[],2.0,MEDIUM,snippet_keywords,public_health/disinfectant,,,unknown,unknown,MEDIUM,ingredient_inference,,UNKNOWN,unknown,False,,product_page,LOW,composition_section_only,2.0,98.0,Phenylphenol,single,ultra_low,approximate,1.0,,
MIX651,Pen 240FS,FS,suspension,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/seed_treatment,['fungi'],,seed_treatment,systemic,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,21.7,78.3,Myclobutanil,binary,medium,partial,2.0,,
MIX652,Prequel Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,MEDIUM,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,['weeds'],,spray,contact,HIGH,product_name,,UNKNOWN,unknown,,,unknown,LOW,no_basis,33.14,66.86,Calcium salts of long chain fatty acid,unknown,high,partial,1.0,,
MIX653,Prosper T400 Insecticide to Fungicide,SC,suspension,pesticide/fungicide,concentrate,HIGH,sec_formulation_code,WARNING,"['acute_toxicity_inhalation_4', 'reproductive_toxicity_2']",['inhalation'],unknown,[],3.0,HIGH,sds_section2,agricultural/fungicide,['fungi'],,spray,systemic,HIGH,product_name,264-1209,US_EPA,registered_active,False,,sds_full,HIGH,epa_reg_found,,,Prothioconazole,ternary,unknown,none,3.0,,
MIX654,Pursuit,UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/herbicide,['weeds'],,spray,systemic,MEDIUM,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,Propylene Glycol,binary,medium,approximate,2.0,,
MIX655,Raxil MD Extra,UNKNOWN,unknown,pesticide/fungicide,concentrate,MEDIUM,evidence_snippet,WARNING,"['eye_irritation_2A', 'acute_toxicity_inhalation_4', 'reproductive_toxicity_2']",['inhalation'],unknown,[],3.0,HIGH,sds_section2,agricultural/seed_treatment,['fungi'],,seed_treatment,systemic,HIGH,source_text,264-1072,US_EPA,registered_active,False,,sds_full,HIGH,epa_reg_found,,,Tebuconazole,multi_4_6,unknown,none,4.0,,
MIX656,Sargeant's Spot-On for Cats,UNKNOWN,unknown,pesticide/insecticide,ready-to-use,MEDIUM,evidence_snippet,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,veterinary,"['fleas', 'ticks']",['cats'],topical,contact,HIGH,product_name,,UNKNOWN,unknown,,,sds_partial,LOW,pmra_registration_found,,,Propoxur,single,unknown,none,1.0,,
MIX657,Secure,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,name_explicit,WARNING,"['skin_irritation_2', 'skin_sensitization_1B', 'eye_irritation_2B']",['dermal'],unknown,[],2.0,HIGH,sds_section2,agricultural/fungicide,['fungi'],,spray,contact,MEDIUM,ingredient_inference,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,Fluazinam,unknown,unknown,none,1.0,,
MIX658,"Storicide II Grain, Bin to Warehouse Insecticide",UNKNOWN,unknown,pesticide/insecticide,unknown,MEDIUM,name_explicit,DANGER,"['flammable_liquid_4', 'acute_toxicity_4', 'skin_corrosion_1', 'carcinogenicity_2', 'stot_single_3', 'aquatic_chronic_2', 'aquatic_acute_2']",['inhalation'],both,"['H227', 'H319', 'H315', 'H332', 'H304', 'H336', 'H335', 'H351', 'H401', 'H411']",5.0,HIGH,sds_section2,agricultural/insecticide,['grain pests'],"['grain storage', 'warehouse']",spray,residual,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,sethoxydim,multi_7p,unknown,none,5.0,,
MIX659,Touchdown Diquat Home to Garden Concentrate,UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,name_explicit,NONE,[],['none_identified'],none,[],1.0,HIGH,sds_section2,agricultural/herbicide,['weeds'],"['home', 'garden']",spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,Glyphosate,unknown,unknown,none,1.0,,
MIX66,BAS 650 00 F Fungicide,UNKNOWN,unknown,pesticide/fungicide,unknown,LOW,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],,spray,unknown,MEDIUM,product_name,,UNKNOWN,unknown,,,unknown,LOW,no_basis,,,,unknown,unknown,none,1.0,,
MIX660,TC 25,UNKNOWN,powder,industrial_chemical,unknown,MEDIUM,evidence_snippet,DANGER,"['skin_corrosion_1B', 'eye_damage_2A', 'respiratory_sensitization_1B', 'carcinogenicity_1', 'stot_repeated_1']",['inhalation'],none,"['H314', 'H317', 'H319', 'H334', 'H350', 'H372']",5.0,HIGH,sds_section2,industrial/chemical,,,unknown,unknown,LOW,source_text,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,40.0,60.0,Silica,single,high,exact,1.0,,
MIX661,Accent Q Herbicide,UNKNOWN,unknown,pesticide/herbicide,concentrate,MEDIUM,name_explicit,NONE,[],['none_identified'],none,[],1.0,HIGH,sds_section2,agricultural/herbicide,['weeds'],,spray,post_emergent,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,Nicosulfuron,multi_7p,unknown,none,5.0,,
MIX662,Acetochlor 3.1 + ATZ 2.5,EC,liquid,pesticide/herbicide,concentrate,HIGH,sec_formulation_code,WARNING,"['eye_irritation_2B', 'skin_sensitization_1']",['dermal'],unknown,[],2.0,HIGH,sds_section2,agricultural/herbicide,['weeds'],,spray,pre_emergent,HIGH,ingredient_inference,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,75.9,24.1,Acetochlor,binary,very_high,partial,2.0,,
MIX663,Acticide CBM 2,UNKNOWN,unknown,industrial_chemical,unknown,MEDIUM,evidence_snippet,WARNING,"['metal_corrosion_1', 'eye_damage_1', 'aquatic_acute_1', 'aquatic_chronic_2', 'skin_sensitization_1']",[],both,"['H290', 'H318', 'H400', 'H411', 'H315', 'H317']",3.0,HIGH,sds_section2,industrial/chemical,"['bacteria', 'fungi']",,unknown,unknown,MEDIUM,product_name,,EU_BPR,unknown,False,True,sds_full,MEDIUM,reach_text,,,Bronopol,binary,unknown,none,2.0,,
MIX664,Aqucar GA 23 SB Water Treatment Microbiocide,UNKNOWN,liquid,industrial_chemical,concentrate,MEDIUM,evidence_snippet,DANGER,"['metal_corrosion_1', 'acute_toxicity_oral_4', 'skin_corrosion_1']",['oral'],unknown,[],4.0,HIGH,sds_section2,industrial/chemical,['bacteria'],['water treatment'],unknown,unknown,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,"2,2-Dibromo-3-nitrilopropionamide",ternary,unknown,none,3.0,,
MIX665,BAS 500 F Crystalline,UNKNOWN,powder,pesticide/fungicide,unknown,LOW,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/fungicide,['fungi'],,unknown,unknown,MEDIUM,product_name,,UNKNOWN,unknown,,,unknown,LOW,no_basis,,,,unknown,unknown,none,1.0,,
MIX666,Bifenthrin 0.073 Insecticide with X-X-X Fertilizer,UNKNOWN,granule,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,,['turf'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,7.9,92.1,Bifenthrin,single,low,exact,1.0,,
MIX667,Bifenthrin 0.073 RU Insecticide with X-X-X Fertilizer,RTU,granule,pesticide/insecticide,ready-to-use,HIGH,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,,['turf'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,7.9,92.1,Bifenthrin,single,low,exact,1.0,,
MIX668,Bifenthrin 0.083 Insecticide with X-X-X Fertilizer,UNKNOWN,granule,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,,['turf'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,7.9,92.1,Bifenthrin,single,low,exact,1.0,,
MIX669,Bifenthrin 0.069 Insecticide With X-X-X Fertilizer,UNKNOWN,granule,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,,['turf'],spray,contact,HIGH,product_name,,UNKNOWN,unknown,,,unknown,LOW,no_basis,,,Bifenthrin,single,low,none,1.0,,
MIX67,Bonide Spinosad Dust,UNKNOWN,powder,pesticide/insecticide,ready-to-use,MEDIUM,name_explicit,NONE,[],['none_identified'],none,[],1.0,HIGH,sds_section2,agricultural/insecticide,,,spray,contact,HIGH,product_name,,UNKNOWN,unknown,False,,sds_partial,LOW,composition_section_only,,,Spinosad,single,unknown,none,1.0,,
MIX670,Bifenthrin 0.069 RU Insecticide With X-X-X Fertilizer,RU,liquid,pesticide/insecticide,ready-to-use,HIGH,name_explicit,DANGER,"['acute_toxicity_oral_2', 'acute_toxicity_inhalation_4', 'skin_sensitization_1B', 'carcinogenicity_2', 'stot_repeated_1', 'aquatic_acute_1', 'aquatic_chronic_1']","['oral', 'inhalation']",both,"['H300', 'H332', 'H317', 'H351', 'H372', 'H400', 'H410']",5.0,HIGH,sds_section2,agricultural/insecticide,,,unknown,unknown,HIGH,"product_name, ingredient_inference",89442-24,US_EPA,registered_active,True,False,sds_full,HIGH,epa_reg_found,,,Bifenthrin,single,unknown,none,1.0,LOW,name_inference
MIX671,Bug Stomper II,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,,,unknown,contact,HIGH,"product_name, ingredient_inference",,UNKNOWN,unknown,,,unknown,LOW,no_basis,0.55,99.45,Permethrin,single,ultra_low,approximate,1.0,MEDIUM,workbook_pct
MIX672,Calypso 4F,UNKNOWN,liquid,pesticide/insecticide,concentrate,MEDIUM,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,agricultural/insecticide,['terrestrial invertebrates'],,unknown,unknown,MEDIUM,source_text,,UNKNOWN,unknown,,,sds_partial,LOW,source_filename,,,,unknown,unknown,none,0.0,LOW,no_basis
MIX673,Bravo 500,UNKNOWN,unknown,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,WARNING,"['acute_toxicity_inhalation_4', 'eye_irritation_2', 'skin_sensitization_1', 'respiratory_irritation_3']",['inhalation'],unknown,"['H332', 'H319', 'H317', 'H335']",3.0,MEDIUM,snippet_keywords,agricultural/fungicide,['fungi'],,unknown,preventive,HIGH,"product_name, ingredient_inference",,UNKNOWN,unknown,False,False,sds_partial,MEDIUM,source_filename,,,chlorothalonil,unknown,unknown,none,0.0,LOW,source_text
MIX674,Bravo Zn,UNKNOWN,unknown,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,WARNING,"['acute_toxicity_inhalation_4', 'skin_sensitization_1B', 'eye_irritation_2A', 'respiratory_irritation_3', 'carcinogenicity_2']",['inhalation'],unknown,"['H332', 'H317', 'H319', 'H335', 'H351']",3.0,HIGH,sds_section2,agricultural/fungicide,['fungi'],,unknown,preventive,HIGH,"product_name, ingredient_inference",,UNKNOWN,unknown,False,False,sds_partial,MEDIUM,source_filename,44.5,55.5,Chlorothalonil,binary,medium,exact,2.0,HIGH,workbook_pct
MIX675,Charger,UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,DANGER,"['acute_toxicity_inhalation_4', 'skin_sensitization_1B', 'stot_repeated_2', 'respiratory_irritation_3', 'eye_irritation_2B', 'carcinogenicity_2']",['inhalation'],unknown,"['H332', 'H317', 'H373', 'H335', 'H320', 'H351']",4.0,HIGH,sds_section2,agricultural/herbicide,['weeds'],,unknown,pre_emergent,HIGH,ingredient_inference,,UNKNOWN,unknown,False,False,sds_partial,MEDIUM,source_filename,,,S-Metolachlor,unknown,unknown,none,0.0,LOW,source_text
