cas,ingredient_name,눈,피부,감작,출처유형,범주유효성,H코드정합,URL상태,CAS체디,기존값충돌,채택가능,판정근거
76674-21-0,Flutriafol,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
133-07-3,Folpet,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1](ntp_measured) | 피부:신규[NC] vs 기존[2A](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
98886-44-3,fosthiazate,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured) | 피부:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
163515-14-8,Dimethenamid-P,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B](ntp_measured;sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
87674-68-8,Dimethenamid,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, ECHA C&L 통보): H317 (71.2%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2A;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[1;Not classified](ntp_measured),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
134098-61-6,Fenpyroximate,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured;sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
121-75-5,malathion (ISO) [containing ≤ 0,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B](ntp_measured) | 피부:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
88-04-0,"4-Chloro-3,5-dimethylphenol","구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]","피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1](ntp_measured) | 피부:신규[2] vs 기존[Not classified](NC),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
52-51-7,Bronopol,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,피부:신규[2] vs 기존[1;2A](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
25036-25-3,Epoxy resin (mw 700-1000) Xi; R36/38-43,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
64742-95-6,"265-199-0 Solvent naphtha, light aromatic Xn, N; R5-1/53",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
107-98-2,203-539-1 1-Methoxy-2-propanol -; R10-67,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
78-83-1,201-148-0 Isobutanol Xi; R10-37/7,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2B](ntp_measured) | 피부:신규[2] vs 기존[Not classified](NC),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
7779-90-0,231-994-3 Zinc phosphate N; R50/53,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
68002-19-7,Urea formaldehyde resin -; R53,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
79277-27-3,Thifensulfuron methyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
6834-92-0,SODIUM METASILICATE,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (61.5%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[Not classified](NC) | 피부:신규[1] vs 기존[2A;Not classified](ntp_measured),조건부,Annex VI(법적구속) 항목 존재하나 ECHA C&L(자가신고) 값을 채택 — 출처위계 역전 가능 / 기존 v5 라벨과 충돌 존재
68551-12-2,"alcohols, c12-16, ethoxylated",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
112926-00-8,precipitated silica,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (56.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (56.3%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건 /타CAS와 URL중복,pass,눈:신규[2] vs 기존[Not classified](NC) | 피부:신규[2] vs 기존[1;Not classified](ntp_measured),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
9004-32-4,CELLULOSE GUM,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
161050-58-4,Methoxyfenozide,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
8003-34-7,Pyrethrins,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 피부:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
9003-13-8,Butoxypolypropylene glycol,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
15630-89-4,Sodium carbonate peroxyhydrate,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (94.6%): Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,없음,조건부,출처가 ECHA C&L 자가신고(법적구속력 없음)
148-79-8,Thiabendazole,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
64742-56-9,"Petroleum distillates, solvent dewaxed light paraffinic",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
64742-65-0,"Petroleum distillates, solvent dewaxed heavy paraffinic",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
1315501-18-8,zeta-Cypermethrin,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
94-75-7,"2,4-Dichlorophenoxyacetic acid","구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
55335-06-3,Triclopyr,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (59.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, ECHA C&L 통보): H317 (58.7%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1;2A](ntp_measured),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
732-11-6,phosmet(ISO) w/w,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured;sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
173584-44-6,Indoxacarb,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[1;Not classified](sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
160430-64-8,N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
51707-55-2,Thidiazuron,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (93.5%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (93.5%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,없음,조건부,출처가 ECHA C&L 자가신고(법적구속력 없음)
95-63-6,"2,4-Trimethylbenzene ≥3 - ≤5","구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,피부:신규[2] vs 기존[Not classified](NC),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
68585-47-7,"Sulfuric acid, mono-C10-16-alkyl esters, sodium salts <",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
27519-02-4,cis-Tricos-9-ene,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
66423-09-4,Dimethylamine Salt of (+)-R-2-(2-methyl-4,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
950782-86-2,Indaziflam,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B;Not classified](ntp_measured;sds_reported),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
10007-85-9,"2-Methoxy-3,6-dichlorobenzoic acid potassium salt","구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
66423-05-0,Mecoprop-P-potassium,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2B](ntp_measured),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
74223-64-6,Metsulfuron-methyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B;Not classified](ntp_measured;sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
32426-11-2,Octyl decyl dimethyl ammonium chloride,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"구분1(피부 부식/화상) (H314, ECHA C&L 통보): H314 (31.4%): Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 피부:신규[1] vs 기존[Not classified](NC),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 피부:31.4% / 기존 v5 라벨과 충돌 존재
5538-94-3,Dioctyldimethylammonium chloride,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (62.4%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, ECHA C&L 통보): H314 (99.6%): Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2B;Not classified](ntp_measured) | 피부:신규[1] vs 기존[Not classified](NC),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
7173-51-5,Didecyldimethylammonium chloride,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (28.4%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2B;Not classified](ntp_measured;sds_reported) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:28.4% / 기존 v5 라벨과 충돌 존재
35554-44-0,Imazalil,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,피부:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
8042-47-5,a brand of 7N FREUDENBERG,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
65733-18-8,s-Hydroprene,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (97.4%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[Not classified](NC),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
41096-46-2,Hydroprene,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
208465-21-8,Mesosulfuron-methyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
9084-06-4,Sodium salt of sulfonated naphthalene formaldehyde condensate,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
1344-00-9,Sodium aluminosilicate,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
116-06-3,Aldicarb,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
26002-80-2,Phenothrin,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
3567-25-7,"Sodium 5-chloro-2-(4-chloro-2-(3-(3,4-dichlorophenyl)ureido)phenoxy)benzenesulfonate",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
141776-32-1,Sulfosulfuron,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
