Formulation_ID,group_key,y_eye__L0_raw,y_eye__L1_canon,y_eye__L1_fixed,y_eye_cat__UN_GHS,y_eye_bin__UN_GHS,y_eye_usable__UN_GHS,y_eye_cat__EU_CLP,y_eye_bin__EU_CLP,y_eye_usable__EU_CLP,y_eye_cat__K_REACH,y_eye_bin__K_REACH,y_eye_usable__K_REACH,y_eye_cat__US_OSHA,y_eye_bin__US_OSHA,y_eye_usable__US_OSHA,y_skin__L0_raw,y_skin__L1_canon,y_skin__L1_fixed,y_skin_cat__UN_GHS,y_skin_bin__UN_GHS,y_skin_usable__UN_GHS,y_skin_cat__EU_CLP,y_skin_bin__EU_CLP,y_skin_usable__EU_CLP,y_skin_cat__K_REACH,y_skin_bin__K_REACH,y_skin_usable__K_REACH,y_skin_cat__US_OSHA,y_skin_bin__US_OSHA,y_skin_usable__US_OSHA,y_sens__L0_raw,y_sens__L1_canon,y_sens__L1_fixed,y_sens_cat__UN_GHS,y_sens_bin__UN_GHS,y_sens_usable__UN_GHS,y_sens_cat__EU_CLP,y_sens_bin__EU_CLP,y_sens_usable__EU_CLP,y_sens_cat__K_REACH,y_sens_bin__K_REACH,y_sens_usable__K_REACH,y_sens_cat__US_OSHA,y_sens_bin__US_OSHA,y_sens_usable__US_OSHA
MIX613,55406-53-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX614,116255-48-2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX615,131341-86-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX616,131341-86-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX617,154749-55-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX618,71751-41-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX619,65195-52-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX62,2893-78-9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX620,65195-53-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX621,71751-41-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX622,138261-41-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX623,210880-92-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX624,116255-48-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX625,131341-86-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX626,82657-04-3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX627,165252-70-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX628,2008-39-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX629,82657-04-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX63,149979-41-9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX630,52315-07-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX631,122931-48-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX632,188489-07-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX633,69770-45-2,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX634,69770-45-2,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX635,188489-07-2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX636,77182-82-2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX637,183675-82-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX638,52645-53-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX639,52645-53-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX64,125401-92-5,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX640,107534-96-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX641,108-94-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX642,3619-17-8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX643,35554-44-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX644,57837-19-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX645,108-62-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX646,74223-64-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX647,16079-88-2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX648,MIX648,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX649,153719-23-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX65,52315-07-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX650,90-43-7,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0
MIX651,494793-67-8,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX652,141112-29-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX653,210880-92-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX654,87674-68-8,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0
MIX655,35554-44-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX656,80844-07-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX657,7173-51-5,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX658,5598-13-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX659,1071-83-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX66,865318-97-4,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX660,7631-86-9,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX661,111991-09-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX662,34256-82-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX663,2634-33-5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX664,111-30-8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX665,175013-18-0,,,0,,,0,,,0,,,0,,,0,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX666,82657-04-3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX667,82657-04-3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX668,82657-04-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX669,82657-04-3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX67,168316-95-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX670,82657-04-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX671,51-03-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX672,111988-49-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX673,1897-45-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX674,1897-45-6,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX675,240494-70-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX676,1897-45-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX677,1897-45-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX678,90982-32-4,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX679,1071-83-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX68,210631-68-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX680,1897-45-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX681,Cypermethrin,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX682,1897-45-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX683,1897-45-6,,,0,,,0,,,0,,,0,,,0,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX684,2008-39-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX685,2008-39-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX686,97-64-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX687,1897-45-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX688,2008-39-1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX689,26225-79-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX69,188425-85-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX690,120068-37-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX691,134098-61-6,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX692,1071-83-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX693,168316-95-8,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX694,38641-94-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX695,1071-83-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX696,168316-95-8,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX697,7722-84-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0
MIX698,210880-92-5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX699,51707-55-2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX7,8018-01-7,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX70,907204-31-3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX700,1928-43-4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX701,123-33-1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX702,1928-43-4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX703,240494-70-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX704,125401-92-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX705,858956-08-8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX706,165252-70-0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX707,1982-69-0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1B,1B,0,1B,1,1,1B,1,1,1B,1,1,1B,1,1
MIX708,7704-34-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX709,7704-34-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX71,1897-45-6,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX710,131341-86-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX711,122454-29-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX712,111991-09-4,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX713,111991-09-4,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX714,107534-96-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX715,1071-83-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX716,51707-55-2,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX717,38641-94-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MIX718,125401-92-5,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
MIX719,28159-98-0,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
MIX72,907204-31-3,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX720,26225-79-6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MIX73,7704-34-9,,,0,,,0,,,0,,,0,,,0,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX74,116255-48-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,판별불가(EPA IV ↔ Cat3/무범주 경계),,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
MIX742,MIX742,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
